title,id,authors,abstract,journal,published
Non-extinction of a Fleming-Viot particle model,http://arxiv.org/abs/0905.1999v1,"['Mariusz Bieniek', 'Krzysztof Burdzy', 'Sam Finch']","  We consider a branching particle model in which particles move inside a
Euclidean domain according to the following rules. The particles move as
independent Brownian motions until one of them hits the boundary. This particle
is killed but another randomly chosen particle branches into two particles, to
keep the population size constant. We prove that the particle population does
not approach the boundary simultaneously in a finite time in some Lipschitz
domains. This is used to prove a limit theorem for the empirical distribution
of the particle family.
",None,2009-05-13 02:05:50+00:00
Extinction of Fleming-Viot-type particle systems with strong drift,http://arxiv.org/abs/1111.0078v1,"['Mariusz Bieniek', 'Krzysztof Burdzy', 'Soumik Pal']","  We consider a Fleming-Viot-type particle system consisting of independently
moving particles that are killed on the boundary of a domain. At the time of
death of a particle, another particle branches. If there are only two particles
and the underlying motion is a Bessel process on $(0,\infty)$, both particles
converge to 0 at a finite time if and only if the dimension of the Bessel
process is less than 0. If the underlying diffusion is Brownian motion with a
drift stronger than (but arbitrarily close to, in a suitable sense) the drift
of a Bessel process, all particles converge to 0 at a finite time, for any
number of particles.
",None,2011-10-31 23:41:19+00:00
Motility-sorting of self-propelled particles in micro-channels,http://arxiv.org/abs/1409.1417v1,"['Andrea Costanzo', 'Jens Elgeti', 'Thorsten Auth', 'Gerhard Gompper', 'Marisol Ripoll']","  Spontaneous segregation of run-and-tumble particles with different velocities
in microchannels is investigated by numerical simulations. Self-propelled
particles are known to accumulate in the proximity of walls. Here we show how
fast particles expel slower ones from the wall leading to a segregated state.
The mechanism is understood as a function of particle velocities, particle
density, or channel width. In the presence of an external fluid flow, particles
with two different velocities segregate due to their different particle fluxes.
Promising applications can be found in the development of microfluidic
lab-on-a-chip devices for sorting of particles with different motilities.
","EPL, 107 (2014) 36003",2014-09-04 12:03:28+00:00
"Faddeev description of two-hole one-particle motion and the
  single-particle spectral function",http://arxiv.org/abs/nucl-th/0012055v1,"['C. Barbieri', 'W. H. Dickhoff']","  The Faddeev technique is employed to address the problem of describing the
influence of both particle-particle and particle-hole phonons on the
single-particle self-energy. The scope of the few-body Faddeev equations is
extended to describe the motion of two-hole one-particle (two-particle
one-hole) excitations. This formalism allows to sum both particle-particle and
particle-hole phonons, obtained separately in the Random Phase Approximation.
The appearance of spurious solutions for the present application of the Faddeev
method is related to the inclusion of a consistent set of diagrams. The
formalism presented here appears practical for finite nuclei and achieves a
simultaneous inclusion of particle-particle and particle-hole phonons to all
orders while the spurious solutions are properly eliminated.
",Phys.Rev. C63 (2001) 034313,2000-12-14 20:51:03+00:00
"Effect of small particles on the near-wall dynamics of a large particle
  in a highly bidisperse colloidal solution",http://arxiv.org/abs/0802.0608v1,"['S. Bhattacharya', 'J. Blawzdziewicz']","  We consider the hydrodynamic effect of small particles on the dynamics of a
much larger particle moving normal to a planar wall in a highly bidisperse
dilute colloidal suspension of spheres. The gap $h_0$ between the large
particle and the wall is assumed to be comparable to the diameter $2a$ of the
smaller particles so there is a length-scale separation between the gap width
$h_0$ and the radius of the large particle $b<<h_0$. We use this length-scale
separation to develop a new lubrication theory which takes into account the
presence of the smaller particles in the space between the larger particle and
the wall. The hydrodynamic effect of the small particles on the motion of the
large particle is characterized by the short time (or high frequency)
resistance coefficient. We find that for small particle-wall separations $h_0$,
the resistance coefficient tends to the asymptotic value corresponding to the
large particle moving in a clear suspending fluid. For $h_0<<a$, the resistance
coefficient approaches the lubrication value corresponding to a particle moving
in a fluid with the effective viscosity given by the Einstein formula.
",None,2008-02-05 13:03:03+00:00
"Implications of detecting the Axion-Like Particles in Astro-Particle
  Physics",http://arxiv.org/abs/1905.05638v1,['K K Singh'],"  Axions and axion like particles in general are consequences of the extensions
of the standard model in particle physics. Axions have been proposed as
hypothetical pseudo-scalar particles in particle physics to solve the strong
Charge-Parity problem using quantum chromodynamics. These particles are also
proposed to be an attractive candidate for cold dark matter in the Universe.
The current understanding of the existence and properties of the axions is not
very clear and these hypothetical particles remain elusive. However many
theoretical and experimental searches are being made for understanding and
constraining the properties of axions via detection of axion like particles.
The term axion like particles is used to include different types of axions
going beyond the standard model. In this paper, we review the different
physical properties of axions and axion like particles and their possible
sources in the laboratory and Universe. We discuss different experimental set
ups for detection of axion like particles proposed in the literature.
Implications of detecting the axion like particles in the areas of particle
physics, astrophysics and cosmology are also discussed in the framework of
present and future motivations.
","Volume 3, Issue 1, February 2019",2019-05-13 10:30:22+00:00
Multiparticle Dynamics on the Triangular Lattice in Interacting Media,http://arxiv.org/abs/1908.06019v1,"['Stewart McGinnis', 'Benjamin Webb']","  We study the motion of $N$ particles moving on a two-dimensional triangular
lattice, whose sites are occupied by either left or right rotators. These
rotators deterministically scatter the particles to the left (right), changing
orientation from left to right (right to left) after scattering a particle.
This interplay between the scatterers and the particle's motion causes a single
particle to propagate in one direction away from its initial position. For
multiple particles we show that the particles' dynamics can be vastly
different. Specifically, we show that a particle can become entangled with
another particle potentially causing the particle's trajectory to become
periodic and that this can happen when the particles have the same or differing
speeds. We describe two classes of periodic orbits based on the particles'
initial velocities. We also describe how a particle with an unbounded past
trajectory implies that some, possibly other, particle(s) has an unbounded
future trajectory in this and other related multiparticle models.
",None,2019-08-12 22:49:39+00:00
The Science and Beauty of Fluidization,http://arxiv.org/abs/1311.1058v1,"['Frank Shaffer', 'Balaji Gopalan']","  Particle flows of high particle concentration are important in many fields,
including chemical processing, pharmaceutical processing, energy conversion and
powder transport. However, despite decades of research and industrial
application, the real time behavior of particle flow fields is still not well
understood. One of the main reasons is that experimental data is difficult to
acquire in such harsh, opaque particle flow environments. In this educational
video for the Gallery of Fluid Motion, high speed video acquired with a new,
patented high speed particle imaging velocimetry (high speed PIV) technology is
presented. This technology was developed by the USDOE National Energy
Technology Laboratory (NETL). It is being applied to observe and measure the
real time behavior of individual particle motion inside particle flow fields of
high particle concentration for the first time. The high speed PIV system
records high speed videos of particle motion with excellent spatial and
temporal clarity. The high speed videos are analyzed to measure the
concentration and the two-dimensional motion (velocity and trajectory) of
individual particles. Data sample rates for velocity vectors are in the range
of 0.1 to 3 million vectors per second, thereby providing full resolution of
the temporal domain of particle velocity. To see and measure particle motion
inside the flow fields at high particle concentrations, a custom borescope is
inserted into particle flow fields.
  The particle tracking technique can measure gas and fluid flow if the
particles are small enough (have a low enough Stokes number) to follow the
gas/fluid flow. In areas of rapid mixing, such as turbulent wakes, particle
tracking can provide better spatial resolution that conventional
cross-correlation based PIV analysis.
  Keywords: fluid dynamics video, particle tracking, fluidization
",None,2013-11-01 17:34:22+00:00
"Transport and two-way coupling effect of inertial particles by
  large-scale and very-large-scale motions in turbulence",http://arxiv.org/abs/1906.01779v1,"['Guiquan Wang', 'David Richter']","  Direct numerical simulations two-way coupled with inertial particles are used
to investigate the particle distribution and two-way coupling effect of
low-inertia ($St_{LSM}=0.0625$, $St_{VLSM}=0.009$) and high-inertia
($St_{LSM}=0.475$, $St_{VLSM}=0.069$) particles associated with the large-scale
motions (LSMs) and very-large-scale motions (VLSMs) in an open channel flow at
a Reynolds number of $Re_\tau = 550$. One method of filtering the VLSMs from
the flow is via artificial domain truncation, which alters the mean particle
concentration profile and particle clustering due to the removal of VLSMs from
a large domain simulation. In order to exclude possible correlation of the
turbulence introduced by a small domain size with periodic boundary conditions,
low- and high-pass filtering is performed during the simulation to isolate the
particle interaction with different spatial scales. The results show that
particle accumulation and turbophoresis are under-predicted without VLSMs,
whereas the particle clustering and two-way coupling effects are mainly
determined by particle coupling with LSMs. In the inner layer, the elongated
streamwise anisotropic particle clustering can be reproduced by particles
coupling solely with LSMs for low Stokes number ($St_{LSM}=0.0625$) particles.
However, we do not observe similar particle clustering behavior in the outer
layer as seen in the full simulation by coupling particles with either LSMs or
VLSMs for high Stokes number ($St_{VLSM}=0.069$) particles. This indicates that
the organized particle structures are formed by the joint action of LSMs and
VLSMs, especially for high Stokes number particles in the outer layer.
",None,2019-06-05 01:48:06+00:00
Gravity-driven clustering of inertial particles in turbulence,http://arxiv.org/abs/1406.5506v1,"['Yongnam Park', 'Changhoon Lee']","  We report a new kind of particle clustering caused purely by gravity,
discovered in our simulation of particle-laden turbulence. Clustering in a
vertical strip pattern forms when strong gravity acts on heavy particles. This
phenomenon is explained by the skewness of the flow velocity gradient in the
gravitational direction experienced by particles, which causes horizontal
convergence of particles.
",None,2014-06-21 01:23:37+00:00
"Self-generated off-axis holography in interferometric out-of-focus
  imaging of ice particles",http://arxiv.org/abs/1707.03205v1,"['Mohamed Talbi', 'Gérard Gréhan', 'Marc Brunel']","  Interferometric out-of-focus imaging of ice particles is realized. The
overlapping defocused images of two nearby ice particles are analyzed. If one
particle is much smaller than the other one, the pattern constitutes an
off-axis hologram whose analysis gives the exact size and shape of the biggest
particle. Using two angles of view, we obtain a 3D description of the biggest
ice particle.
",None,2017-07-11 10:02:20+00:00
Particle Jet Formation During Explosive Dispersal,http://arxiv.org/abs/1110.3090v2,"['David L. Frost', 'Yann Grégoire', 'Sam Goroshin', 'Fan Zhang']","  Previous experimental studies have shown that when a layer of solid particles
is explosively dispersed, the particles often develop a non-uniform spatial
distribution. The instabilities within the particle bed and at the particle
layer interface likely form on the timescale of the shock propagation through
the particles. The mesoscale perturbations are manifested at later times in
experiments by the formation of coherent clusters of particles or jet-like
particle structures, which are aerodynamically stable. A number of different
mechanisms likely contribute to the jet formation including shock fracturing of
the particle bed and particle-particle interactions in the early stages of the
dense gas-particle flow. Aerodynamic wake effects at later times contribute to
maintaining the stability of the jets. The experiments shown in this fluid
dynamics video were carried out in either spherical or cylindrical geometry and
illustrate the formation of particle jets during the explosive dispersal
process. The number of jet-like structures that are generated during the
dispersal of a dry powder bed is compared with the number formed during the
dispersal of the same volume of water. The liquid dispersal generates a larger
number of jets, but they fragment and dissipate sooner. When the particle bed
is saturated with water and explosively dispersed, the number of particle jets
formed is larger than both the dry powder and pure water charges. More
extensive experiments that explore the effect of particle size, density and the
mass ratio of explosive to particles on the susceptibility for jet formation
are reported in Frost et al. (Proc. of 23rd ICDERS, Irvine, CA, 2011).
",None,2011-10-13 23:19:17+00:00
"Early propagation of energetic particles across the mean field in
  turbulent plasmas",http://arxiv.org/abs/1706.06580v1,"['T. Laitinen', 'S. Dalla', 'D. Marriott']","  Propagation of energetic particles across the mean field direction in
turbulent magnetic fields is often described as spatial diffusion. Recently, it
has been suggested that initially the particles propagate systematically along
meandering field lines, and only later reach the time-asymptotic diffusive
cross-field propagation. In this paper, we analyse cross-field propagation of
1--100 MeV protons in composite 2D-slab turbulence superposed on a constant
background magnetic field, using full-orbit particle simulations, to study the
non-diffusive phase of particle propagation with a wide range of turbulence
parameters. We show that the early-time non-diffusive propagation of the
particles is consistent with particle propagation along turbulently meandering
field lines. This results in a wide cross-field extent of the particles already
at the initial arrival of particles to a given distance along the mean field
direction, unlike when using spatial diffusion particle transport models. The
cross-field extent of the particle distribution remains constant for up to tens
of hours in turbulence environment consistent with the inner heliosphere during
solar energetic particle events. Subsequently, the particles escape from their
initial meandering field lines, and the particle propagation across the mean
field reaches time-asymptotic diffusion. Our analysis shows that in order to
understand solar energetic particle event origins, particle transport modelling
must include non-diffusive particle propagation along meandering field lines.
",None,2017-06-20 09:46:37+00:00
"A computational study of chemically heterogeneous particles: patchy vs.
  uniform particles in shear flow",http://arxiv.org/abs/1506.05560v1,"['Marina Bendersky', 'Maria M. Santore', 'Jeffrey M. Davis']","  The adhesion of flowing particles and biological cells over fixed collecting
surfaces is vitally important in diverse situations and potentially controlled
by small-scale surface heterogeneity on the particle. Differences in the
behavior of patchy particles (flowing over uniform collectors) relative to the
reverse case of uniform particles (flowing over patchy collectors) are
quantified. Because a particle rotates more slowly than it translates in the
shear field near a collecting surface, the effective interaction time of a
patch on a particle is larger than that of a patch on the collector, suggesting
distinct particle capture tendencies in each case. This paper presents a new
computational approach to simulate the near-surface motion (rotation and
translation) of particles having nanoscale surface heterogeneities flowing over
uniform collectors. Small amounts of ~10 nm cationic patches randomly
distributed on a net-negative particle surface produced spatially varying DLVO
interactions that were computed via the Grid Surface Integration (GSI)
technique and then combined with hydrodynamic forces in a mobility tensor
formulation. Statistical analysis of simulated trajectories revealed fewer
extrema in the fluctuating particle-collector separation of heterogeneous
particles, compared with the reverse system geometry of uniform particles
flowing past a heterogeneous fixed surface. Additionally, the patchy particles
were captured to a lesser extent on uniform surfaces compared with the case of
uniform particles flowing above patchy collectors. Such behavior was dependent
on ionic strength, with the greatest differences obtained near a Debye length
of $\kappa^{-1} = 4$ nm for the $2a = 500$ nm simulated particles.
",None,2015-06-18 07:06:42+00:00
"Experimental investigation of turbulent suspensions of spherical
  particles in a square duct",http://arxiv.org/abs/1809.06607v1,"['Sagar Zade', 'Pedro Costa', 'Walter Fornari', 'Fredrik Lundell', 'Luca Brandt']","  We report experimental observations of turbulent flow with spherical
particles in a square duct. Three particle sizes namely: $2H/d_{p}$ = 40, 16
and 9 ($2H$ being the duct full height and $d_{p}$ being the particle diameter)
are investigated. The particles are nearly neutrally-buoyant with respect to
the suspending fluid. Refractive Index Matched - Particle Image Velocimetry is
used for fluid velocity measurement even at the highest particle volume
fraction (20%) and Particle Tracking Velocimetry for the particle velocity
statistics for the flows seeded with particles of the two largest sizes,
whereas only pressure measurements are reported for the smallest particles.
Settling effects are seen at the lowest bulk Reynolds number $Re_{2H}\approx$
10000 whereas, at the highest $Re_{2H}\approx$ 27000, particles are in almost
full suspension. The friction factor of the suspensions is found to be
significantly larger than that of single-phase duct flow at the lower $Re_{2H}$
investigated; however, the difference decreases when increasing the flow rate
and the total drag approaches the values of the single phase flow at the higher
Reynolds number considered. The pressure drop is found to decrease with the
particle diameter for volume fractions lower than $\phi$ = 10% for nearly all
$Re_{2H}$. However, at the highest volume fraction $\phi$ = 20%, we report a
peculiar non-monotonic behavior: the pressure drop first decreases and then
increases with increasing particle size. The decrease of the turbulent drag
with particle size at the lowest volume fractions is related to an attenuation
of the turbulence. The drag increase for the two largest particle sizes at
$\phi$ = 20%, however, occurs despite this large reduction of the turbulent
stresses, and it is therefore due to significant particle-induced stresses.
",None,2018-09-18 09:18:55+00:00
"Tunneling into black hole, escape from black hole, reflection from
  horizon and pair creation",http://arxiv.org/abs/gr-qc/0408013v1,['V. V. Flambaum'],"  Within classical general relativity, a particle cannot reach the horizon of a
black hole during a finite time, in the reference frame of an external
observer; a particle inside cannot escape from a black hole; and the horizon
does not produce any reflection. We argue that these processes may possibly be
allowed in the quantum world. It is known that quantum mechanics allows pair
creation at the horizon (one particle inside, another particle outside) and
Hawking radiation. One can extend this idea to propose other processes.
Tunneling of an external particle inside black hole may be produced by the
creation of a pair at the horizon, followed by the annihilation of one created
particle with the initial particle outside, with the other created particle
appearing inside. Escape of a particle from a black hole may result from the
creation of a pair, followed by the annihilation of one created particle with
the particle inside, with the other created particle appearing outside. The
escape may allow the transfer of information to the outside.Finally, the
reflection of an external particle from the horizon may be modelled by a
combination of the two processes presented above. The relationship between
these ""pair creation-annihilation'' mechanisms and the ""horizon tunneling""
calculations [1-5] is discussed.
",None,2004-08-05 06:04:03+00:00
Quantum Entanglement of Identical Particles,http://arxiv.org/abs/quant-ph/0205069v5,['Yu Shi'],"  We consider entanglement in a system of fixed number of identical particles.
Since any operation should be symmetrized over all the identical particles and
there is the precondition that the spatial wave functions overlap, the meaning
of identical-particle entanglement is fundamentally different from that of
distinguishable particles. The identical-particle counterpart of the Schmidt
basis is shown to be the single-particle basis in which the one-particle
reduced density matrix is diagonal. But it does not play a special role in the
issue of entanglement, which depends on the single-particle basis chosen. The
nonfactorization due to (anti)symmetrization is naturally excluded by using the
(anti)symmetrized basis or, equivalently, the particle number representation.
The natural degrees of freedom in quantifying the identical-particle
entanglement in a chosen single-particle basis are occupation numbers of
different single particle basis states. The entanglement between effectively
distinguishable spins is shown to be a special case of the occupation-number
entanglement.
","Phys. Rev. A 67, 024301 (2003) [eprint contains a post-publication
  correction]",2002-05-13 19:51:06+00:00
"Modeling radiation in particle clouds: On the importance of
  inter-particle radiation for pulverized solid fuel combustion",http://arxiv.org/abs/1404.6587v1,"['Nils Erland L. Haugen', 'Reginald E. Mitchell']","  The importance of inter-particle radiation for clusters of gray and diffuse
particles is investigated. The radiative cooling of each individual particle is
found to vary strongly with its position in the cluster, and a mean radiative
particle cooling term is proposed for single particle simulations of particle
clusters or for high detail simulation, like Direct Numerical Simulations of
small sub-volumes of large clusters of particles. Radiative cooling is shown to
be important both for furnaces for coal gasification and coal combustion.
Broadening the particle size distribution is found to have just a minor effect
on the radiative particle cooling. This is particularly the case for large and
dense particle clusters where there is essentially no effect of size
distribution broadening at all. For smaller and more dilute particle clusters,
the effect of distribution broadening is clear but still not dominant.
",None,2014-04-25 23:46:27+00:00
Squeeze expulsion in grain size segregation,http://arxiv.org/abs/1605.07994v1,"['Lu Jing', 'C. Y. Kwok', 'Y. F. Leung']","  Grain segregation occurs under various conditions, such as vibration, shear
and mixing. In the gravity-driven shear flow, size segregation is triggered by
the percolation of small particles through the opened voids (kinetic sieving),
and large particles are accumulated in the upper layer. One hypothesis for the
upward migration of large particles is the squeeze expulsion mechanism, which
remains yet ambiguous due to limited evidences from either physical or
numerical experiments. Here we show statistically how the percolation of small
particles facilitates the upward movement of large particles. We found that in
large particles, the mechanical anisotropy (strong force network) coincides
with the geometric anisotropy (contact network), which indicates squeeze, and
the connectivity of large particles is much higher when they are squeezed
through small particles. The presence of small particles filling the voids
hinders the downward movements and provides dynamic steps for the climbing
large particles. Furthermore, increasing the coefficient of friction promotes
rotation and empowers more large particles to reach the top layer, implying
that the climbing particles tend to rotate relative to their neighbors. Our
findings of the microstructure and movement pattern of individual particles add
new evidences to the mechanism of squeeze expulsion and provide new perspective
for the study of segregation.
",None,2016-05-25 18:27:06+00:00
Adsorption of soft particles at fluid interfaces,http://arxiv.org/abs/1506.06119v2,"['Robert W. Style', 'Lucio Isa', 'Eric R. Dufresne']","  Soft particles can be better emulsifiers than hard particles because they
stretch at fluid interfaces. This deformation can increase adsorption energies
by orders of magnitude relative to rigid particles. The deformation of a
particle at an interface is governed by a competition of bulk elasticity and
surface tension. When particles are partially wet by the two liquids,
deformation is localized within a material-dependent distance $L$ from the
contact line. At the contact line, the particle morphology is given by a
balance of surface tensions. When the particle radius $R \ll L$, the particle
adopts a lenticular shape identical to that of an adsorbed fluid droplet.
Particle deformations can be elastic or plastic, depending on the relative
values of the Young modulus, $E$, and yield stress, $\sigma_p$. When surface
tensions favour complete spreading of the particles at the interface, plastic
deformation can lead to unusual fried-egg morphologies. When deformable
particles have surface properties that are very similar to one liquid phase,
adsorption can be extremely sensitive to small changes of their affinity for
the other liquid phase. These findings have implications for the adsorption of
microgel particles at fluid interfaces and the performance of
stimuli-responsive Pickering emulsions.
",None,2015-06-19 19:30:45+00:00
